frame_id,p1_hp,p2_hp,p1_meter,p2_meter,macro_ready,timer,UP,DOWN,LEFT,RIGHT,Y,X,Z,A,B,C,D
29,160,152,18,0,0,88,0,0,0,0,0,0,0,0,0,0,0
30,160,152,18,0,0,88,0,0,0,0,0,1,0,0,0,0,0
31,160,152,18,0,0,88,0,0,0,0,0,0,0,0,0,0,0
32,160,152,21,0,0,88,0,0,0,0,0,0,0,0,0,0,0
33,160,152,21,0,0,88,0,0,0,0,0,0,0,0,0,0,0
34,160,152,21,0,0,88,0,0,0,0,0,0,0,0,0,0,0
35,160,152,21,0,0,88,0,0,0,0,0,0,0,0,0,0,0
36,160,152,21,0,0,88,0,0,0,0,0,0,0,0,0,0,0
37,160,152,21,0,0,88,0,0,0,0,0,0,0,0,0,0,0
38,160,152,21,0,0,88,0,0,0,0,0,0,0,0,0,0,0
39,160,152,21,0,0,88,0,0,0,0,0,0,0,0,0,0,0
40,160,152,21,0,0,88,0,0,0,0,0,0,0,0,0,1,0
41,160,152,23,0,0,88,0,0,0,0,0,0,0,0,0,0,0
42,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
43,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
44,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
45,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
46,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
47,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
48,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
49,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
50,160,152,23,0,0,87,0,0,0,0,0,0,0,0,1,0,0
51,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
52,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
53,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
54,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
55,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
56,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
57,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
58,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
59,160,152,23,0,0,87,0,0,0,0,0,0,0,0,0,0,0
60,160,152,23,0,0,86,0,0,0,0,0,0,0,1,0,0,0
61,160,147,25,0,0,86,0,0,0,0,0,0,0,0,0,0,0
62,160,147,25,0,0,86,0,0,0,0,0,0,0,0,0,0,0
63,160,147,25,0,0,86,0,0,0,0,0,0,0,0,0,0,0
64,160,147,25,0,0,86,0,0,0,0,0,0,0,0,0,0,0
65,160,147,25,0,0,86,0,0,0,0,0,0,0,0,0,0,0
66,160,147,25,0,0,86,0,0,0,0,0,0,0,0,0,0,0
67,160,147,25,0,0,86,0,0,0,0,0,0,0,0,0,0,0
68,160,147,25,0,0,86,0,0,0,0,0,0,0,0,0,0,0
69,160,147,25,0,0,86,0,0,0,0,0,0,0,0,0,0,0
70,160,147,25,0,0,86,0,1,0,0,0,0,0,0,0,0,0
71,160,147,25,0,0,86,0,0,0,0,0,0,0,0,0,0,0
72,160,147,25,0,0,86,0,0,0,0,0,0,0,0,0,0,0
73,160,147,25,0,0,86,0,0,0,0,0,0,0,0,0,0,0
74,160,147,25,0,0,86,0,0,0,0,0,0,0,0,0,0,0
75,160,147,25,0,0,86,0,0,0,0,0,0,0,0,0,0,0
76,160,147,25,0,0,86,0,0,0,0,0,0,0,0,0,0,0
77,160,147,25,0,0,86,0,0,0,0,0,0,0,0,0,0,0
78,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
79,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
80,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
81,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
82,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
83,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
84,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
85,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
86,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
87,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
88,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
89,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
90,160,147,25,0,0,85,0,0,0,1,0,0,0,0,0,0,0
91,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
92,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
93,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
94,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
95,160,147,25,0,0,85,0,0,0,0,0,0,0,0,0,0,0
96,160,147,25,0,0,84,0,0,0,0,0,0,0,0,0,0,0
97,160,147,25,0,0,84,0,0,0,0,0,0,0,0,0,0,0
98,160,147,25,0,0,84,0,0,0,0,0,0,0,0,0,0,0
99,160,147,25,0,0,84,0,0,0,0,0,0,0,0,0,0,0
